Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,team,team_id,Playing Time_MP
Bastien Meupiyou,fr FRA,DF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolves,8cec06e1,
Wesley Okoduwa,eng ENG,FW,16.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolves,8cec06e1,
Squad Total,nan,nan,26.9,38.0,418,3420.0,38.0,53.0,42.0,95.0,53.0,0.0,0.0,79.0,2.0,43.7,43.7,35.4,79.1,607.0,1185.0,1179.0,1.39,1.11,2.5,1.39,2.5,1.15,0.93,2.08,1.15,2.08,nan,Wolves,8cec06e1,
Opponent Total,nan,nan,26.2,38.0,418,3420.0,38.0,66.0,47.0,113.0,59.0,7.0,9.0,85.0,3.0,58.1,51.0,41.5,92.5,767.0,1534.0,1522.0,1.74,1.24,2.97,1.55,2.79,1.53,1.09,2.62,1.34,2.44,nan,Wolves,8cec06e1,
Pedro Porro,es ESP,DF,24.0,,28,2610.0,29.0,2.0,6.0,8.0,2.0,0.0,0.0,5.0,0.0,1.6,1.6,5.0,6.6,65.0,154.0,109.0,0.07,0.21,0.28,0.07,0.28,0.05,0.17,0.23,0.05,0.23,Matches,Tottenham,361ca564,33.0
Dejan Kulusevski,se SWE,"MF,FW",24.0,,27,2389.0,26.5,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,4.2,4.2,6.2,10.4,120.0,124.0,210.0,0.26,0.15,0.41,0.26,0.41,0.16,0.23,0.39,0.16,0.39,Matches,Tottenham,361ca564,32.0
Dominic Solanke,eng ENG,FW,26.0,,25,2201.0,24.5,9.0,3.0,12.0,8.0,1.0,1.0,0.0,0.0,10.9,10.1,2.9,13.1,31.0,47.0,88.0,0.37,0.12,0.49,0.33,0.45,0.45,0.12,0.57,0.41,0.54,Matches,Tottenham,361ca564,27.0
Brennan Johnson,wls WAL,FW,23.0,,24,2177.0,24.2,11.0,3.0,14.0,11.0,0.0,0.0,5.0,0.0,10.4,10.4,2.3,12.7,60.0,71.0,197.0,0.45,0.12,0.58,0.45,0.58,0.43,0.09,0.52,0.43,0.52,Matches,Tottenham,361ca564,33.0
Guglielmo Vicario,it ITA,GK,27.0,,24,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham,361ca564,24.0
Son Heung-min,kr KOR,FW,32.0,,24,2110.0,23.4,7.0,9.0,16.0,6.0,1.0,2.0,1.0,0.0,7.2,5.7,8.2,13.9,96.0,111.0,265.0,0.3,0.38,0.68,0.26,0.64,0.31,0.35,0.66,0.24,0.59,Matches,Tottenham,361ca564,30.0
Destiny Udogie,it ITA,DF,21.0,,24,1924.0,21.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.5,1.8,54.0,121.0,94.0,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.08,0.01,0.08,Matches,Tottenham,361ca564,25.0
Pape Matar Sarr,sn SEN,MF,21.0,,22,1913.0,21.3,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,3.7,3.7,1.6,5.3,33.0,88.0,53.0,0.14,0.09,0.24,0.14,0.24,0.17,0.08,0.25,0.17,0.25,Matches,Tottenham,361ca564,36.0
James Maddison,eng ENG,MF,27.0,,21,1809.0,20.1,9.0,7.0,16.0,9.0,0.0,0.0,6.0,0.0,5.8,5.8,4.2,10.0,45.0,164.0,95.0,0.45,0.35,0.8,0.45,0.8,0.29,0.21,0.5,0.29,0.5,Matches,Tottenham,361ca564,31.0
Rodrigo Bentancur,uy URU,MF,27.0,,21,1645.0,18.3,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,1.3,1.3,0.4,1.7,28.0,100.0,34.0,0.11,0.0,0.11,0.11,0.11,0.07,0.02,0.1,0.07,0.1,Matches,Tottenham,361ca564,26.0
Djed Spence,eng ENG,DF,23.0,,19,1792.0,19.9,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.6,0.6,1.8,2.3,59.0,105.0,70.0,0.05,0.1,0.15,0.05,0.15,0.03,0.09,0.12,0.03,0.12,Matches,Tottenham,361ca564,25.0
Archie Gray,eng ENG,"DF,MF",18.0,,19,1751.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,7.0,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Tottenham,361ca564,28.0
Cristian Romero,ar ARG,DF,26.0,,18,1416.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,0.6,2.2,12.0,71.0,3.0,0.06,0.0,0.06,0.06,0.06,0.1,0.04,0.14,0.1,0.14,Matches,Tottenham,361ca564,18.0
Yves Bissouma,ml MLI,MF,27.0,,16,1408.0,15.6,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.6,0.6,0.3,0.9,15.0,75.0,3.0,0.13,0.0,0.13,0.13,0.13,0.04,0.02,0.06,0.04,0.06,Matches,Tottenham,361ca564,28.0
Ben Davies,wls WAL,DF,31.0,,14,1331.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.2,0.5,14.0,52.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Tottenham,361ca564,17.0
Radu Drăgușin,ro ROU,DF,22.0,,14,1252.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,7.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Tottenham,361ca564,16.0
Micky van de Ven,nl NED,DF,23.0,,12,1015.0,11.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,1.2,1.7,8.0,51.0,1.0,0.0,0.18,0.18,0.0,0.18,0.05,0.1,0.15,0.05,0.15,Matches,Tottenham,361ca564,13.0
Lucas Bergvall,se SWE,MF,18.0,,11,1212.0,13.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.6,1.3,33.0,49.0,31.0,0.0,0.07,0.07,0.0,0.07,0.05,0.04,0.09,0.05,0.09,Matches,Tottenham,361ca564,27.0
Mathys Tel,fr FRA,FW,19.0,,11,911.0,10.1,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,3.0,2.2,2.6,4.7,28.0,21.0,72.0,0.2,0.1,0.3,0.1,0.2,0.29,0.25,0.55,0.22,0.47,Matches,Tottenham,361ca564,13.0
Wilson Odobert,fr FRA,"FW,MF",19.0,,9,850.0,9.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6,1.6,1.0,2.6,45.0,27.0,66.0,0.11,0.0,0.11,0.11,0.11,0.17,0.1,0.27,0.17,0.27,Matches,Tottenham,361ca564,16.0
Kevin Danso,at AUT,DF,25.0,,9,842.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,11.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Tottenham,361ca564,10.0
Fraser Forster,eng ENG,GK,36.0,,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham,361ca564,7.0
Antonín Kinský,cz CZE,GK,21.0,,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Tottenham,361ca564,6.0
Timo Werner,de GER,"FW,MF",28.0,,4,516.0,5.7,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.5,3.5,42.0,30.0,89.0,0.0,0.52,0.52,0.0,0.52,0.17,0.44,0.61,0.17,0.61,Matches,Tottenham,361ca564,18.0
Richarlison,br BRA,FW,27.0,,4,504.0,5.6,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,3.7,3.7,0.9,4.6,8.0,11.0,22.0,0.71,0.18,0.89,0.71,0.89,0.66,0.16,0.82,0.66,0.82,Matches,Tottenham,361ca564,15.0
Mikey Moore,eng ENG,FW,16.0,,3,366.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,12.0,9.0,40.0,0.0,0.25,0.25,0.0,0.25,0.05,0.08,0.13,0.05,0.13,Matches,Tottenham,361ca564,10.0
Sergio Reguilón,es ESP,DF,27.0,,1,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,5.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07,Matches,Tottenham,361ca564,4.0
Brandon Austin,eng ENG,GK,25.0,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham,361ca564,1.0
Dane Scarlett,eng ENG,"FW,MF",20.0,,0,34.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,1.0,1.0,0.0,2.65,2.65,0.0,2.65,0.09,0.12,0.22,0.09,0.22,Matches,Tottenham,361ca564,3.0
Alfie Dorrington,eng ENG,DF,19.0,,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham,361ca564,1.0
Will Lankshear,eng ENG,"FW,MF",19.0,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham,361ca564,3.0
Oyindamola Ajayi,eng ENG,MF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham,361ca564,0.0
Dante Cassanova,jm JAM,DF,20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham,361ca564,0.0
Alfie Devine,eng ENG,MF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham,361ca564,0.0
Malachi Hardy,eng ENG,DF,16.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham,361ca564,0.0
Maeson King,eng ENG,DF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham,361ca564,0.0
Yang Minhyeok,kr KOR,MF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham,361ca564,0.0
Callum Olusesi,eng ENG,MF,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham,361ca564,0.0
Alfie Whiteman,eng ENG,GK,25.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham,361ca564,0.0
Luca Williams Barnett,eng ENG,FW,15.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham,361ca564,0.0
Squad Total,nan,nan,25.0,,418,3420.0,38.0,61.0,47.0,108.0,58.0,3.0,4.0,72.0,1.0,58.8,55.7,44.4,100.1,840.0,1593.0,1582.0,1.61,1.24,2.84,1.53,2.76,1.55,1.17,2.72,1.47,2.63,nan,Tottenham,361ca564,38.0
Opponent Total,nan,nan,26.2,,418,3420.0,38.0,61.0,43.0,104.0,58.0,3.0,3.0,85.0,3.0,63.3,60.9,46.3,107.2,660.0,1330.0,1316.0,1.61,1.13,2.74,1.53,2.66,1.67,1.22,2.88,1.6,2.82,nan,Tottenham,361ca564,38.0
Jamie Vardy,eng ENG,FW,37.0,35.0,35,2823.0,31.4,9.0,4.0,13.0,8.0,1.0,2.0,5.0,0.0,11.2,9.6,3.0,12.6,29.0,22.0,120.0,0.29,0.13,0.41,0.26,0.38,0.36,0.1,0.45,0.31,0.4,Matches,Leicester City,a2d435b3,
James Justin,eng ENG,DF,26.0,36.0,34,2912.0,32.4,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,1.5,1.5,0.8,2.3,39.0,91.0,96.0,0.06,0.06,0.12,0.06,0.12,0.05,0.03,0.07,0.05,0.07,Matches,Leicester City,a2d435b3,
Wout Faes,be BEL,DF,26.0,34.0,30,2815.0,31.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.5,1.5,0.1,1.6,12.0,86.0,1.0,0.03,0.0,0.03,0.03,0.03,0.05,0.0,0.05,0.05,0.05,Matches,Leicester City,a2d435b3,
Victor Bernth Kristiansen,dk DEN,DF,21.0,30.0,29,2482.0,27.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.4,1.7,40.0,70.0,78.0,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.06,0.01,0.06,Matches,Leicester City,a2d435b3,
Wilfred Ndidi,ng NGA,MF,27.0,28.0,28,2324.0,25.8,0.0,5.0,5.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,1.9,3.9,18.0,70.0,75.0,0.0,0.19,0.19,0.0,0.19,0.08,0.07,0.15,0.08,0.15,Matches,Leicester City,a2d435b3,
Mads Hermansen,dk DEN,GK,24.0,27.0,27,2385.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester City,a2d435b3,
Bilal El Khannouss,ma MAR,"MF,FW",20.0,32.0,27,2182.0,24.2,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,1.3,1.3,4.6,5.8,73.0,128.0,89.0,0.08,0.12,0.21,0.08,0.21,0.05,0.19,0.24,0.05,0.24,Matches,Leicester City,a2d435b3,
Boubakary Soumaré,fr FRA,MF,25.0,31.0,25,2171.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.3,0.3,0.4,0.7,34.0,105.0,23.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,Leicester City,a2d435b3,
Conor Coady,eng ENG,DF,31.0,22.0,19,1714.0,19.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.1,0.5,3.0,32.0,0.0,0.05,0.0,0.05,0.05,0.05,0.02,0.0,0.03,0.02,0.03,Matches,Leicester City,a2d435b3,
Jordan Ayew,gh GHA,"FW,MF",32.0,30.0,19,1638.0,18.2,5.0,0.0,5.0,4.0,1.0,1.0,5.0,0.0,3.2,2.4,1.1,3.5,49.0,46.0,86.0,0.27,0.0,0.27,0.22,0.22,0.17,0.06,0.24,0.13,0.19,Matches,Leicester City,a2d435b3,
Harry Winks,eng ENG,MF,28.0,22.0,17,1538.0,17.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.2,1.5,19.0,101.0,11.0,0.0,0.12,0.12,0.0,0.12,0.01,0.07,0.09,0.01,0.09,Matches,Leicester City,a2d435b3,
Stephy Mavididi,eng ENG,FW,26.0,30.0,16,1615.0,17.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,1.8,1.8,2.6,4.4,91.0,57.0,138.0,0.22,0.06,0.28,0.22,0.28,0.1,0.15,0.25,0.1,0.25,Matches,Leicester City,a2d435b3,
Jannik Vestergaard,dk DEN,DF,31.0,18.0,16,1391.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.1,0.2,3.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Matches,Leicester City,a2d435b3,
Facundo Buonanotte,ar ARG,"FW,MF",19.0,31.0,14,1523.0,16.9,5.0,2.0,7.0,5.0,0.0,0.0,8.0,0.0,3.9,3.9,3.1,7.0,39.0,54.0,74.0,0.3,0.12,0.41,0.3,0.41,0.23,0.18,0.41,0.23,0.41,Matches,Leicester City,a2d435b3,
Luke Thomas,eng ENG,DF,23.0,14.0,13,1110.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.5,0.9,5.0,37.0,16.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches,Leicester City,a2d435b3,
Caleb Okoli,it ITA,DF,23.0,19.0,12,1125.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,0.0,0.6,3.0,32.0,2.0,0.08,0.0,0.08,0.08,0.08,0.05,0.0,0.05,0.05,0.05,Matches,Leicester City,a2d435b3,
Oliver Skipp,eng ENG,MF,23.0,24.0,10,1129.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.4,0.4,0.3,0.6,16.0,35.0,19.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,Leicester City,a2d435b3,
